algorithm,gid,dataset,seed,status,valid_output,seconds,train_nmse,valid_nmse,id_test_nmse,ood_test_nmse,metric_complete,noise_sigma
qlattice,g0015,III.21.20_3_0,1,ok,True,462.685,0.11690917228263333,0.10191888883863852,0.13033817566364414,1.0001001032895713,True,0.1
e2esr,g0048,MatSci21,2,ok,True,464.432,0.02469778367752224,0.023413232770896953,0.022650933505354152,0.0015474624350233827,True,0.1
e2esr,g0026,strogatz_barmag1,3,ok,True,464.46,0.1210019752977123,0.1406727109148252,0.08859060930079445,0.19212817040192784,True,0.1
e2esr,g0046,II.6.15b_3_0,1,ok,True,464.501,0.20747258275365238,0.2169057122416667,0.21296853537183288,0.3968887604966499,True,0.1
tpsr,g0036,CRK10,4,ok,True,464.519,0.893856823989998,0.8904389041961599,0.9187801872251034,2836.2222817666675,True,0.01
e2esr,g0027,feynman_I_12_11,4,ok,True,464.776,0.011953270685093007,0.012226942330014543,0.0119261794989097,0.06498116220783037,True,0.1
tpsr,g0038,PO19,2,ok,True,465.98,0.030298355168984388,0.029853788397856764,0.029458274631398773,27453.576260169673,True,0.05
e2esr,g0027,feynman_I_12_11,3,ok,True,466.708,0.0014291905687604514,0.0014362448604587287,0.0014406373992445767,0.004334154766619544,True,0.05
e2esr,g0031,II.11.27_1_0,3,ok,True,467.466,0.9064732122318704,0.7293542121121013,0.8868303830442081,39.721929861494424,True,0.01
qlattice,g0031,II.11.27_1_0,3,ok,True,467.62,0.7465957972067123,0.14955524668921993,0.6721849001583722,1.1531769331504313,True,0.05
e2esr,g0038,PO19,4,ok,True,467.886,0.07253231284038922,0.06576159254064658,0.09079587985252681,152709.45284739023,True,0.01
tpsr,g0048,MatSci21,1,ok,True,469.012,0.3020209723842821,0.30428464972064195,0.29915902085262663,0.3579934492940568,True,0.01
tpsr,g0002,first_principles_hubble,3,ok,True,469.082,0.1375523431035192,0.21503185731717894,0.24260770041850951,0.2669767200638533,True,0.05
e2esr,g0036,CRK10,0,ok,True,469.295,0.0034240626480773048,0.0029078167349520347,0.0029625727361071922,0.7383203612636013,True,0.01
e2esr,g0023,I.11.19_4_0,2,ok,True,469.512,0.012041319814121933,0.012342865006843848,0.012029530707503665,0.048362298294830824,True,0.1
e2esr,g0012,feynman_I_27_6,2,ok,True,471.157,0.006448403623370989,0.006501453998828537,0.006565192681275858,0.12197184919028377,True,0.1
tpsr,g0024,strogatz_predprey2,3,ok,True,472.644,0.1738310716443298,0.09710231996733429,0.1409790388201205,0.5085859656902169,True,0.05
qlattice,g0012,feynman_I_27_6,2,ok,True,473.8,0.001167018434466403,0.0011639657534171179,0.0011539931037553226,0.021838787501607653,True,0.1
e2esr,g0042,feynman_test_15,1,ok,True,473.999,0.002508958229445964,0.0026298593687353634,0.0025524368505622074,0.05016770149024723,True,0.01
e2esr,g0001,II.34.2_1_0,4,ok,True,474.348,0.008579402200347452,0.008321696403738156,0.008684090780497446,0.015833659457326045,True,0.1
qlattice,g0042,feynman_test_15,0,ok,True,475.88,0.002848512029857748,0.0027415974387265817,0.0028658996297409446,0.031727666861932964,True,0.1
qlattice,g0031,II.11.27_1_0,4,ok,True,479.287,0.8075566078393698,0.4625951549656101,0.7699625008947797,1.0530286515317835,True,0.1
qlattice,g0031,II.11.27_1_0,4,ok,True,479.309,0.7769335849810144,0.43453466646038846,0.7454709822215076,2.14302022380007,True,0.05
e2esr,g0011,Vladislavleva-4,1,ok,True,479.529,0.020630066811538995,0.02380439056029667,0.018651191339022023,0.02030163479166175,True,0.01
tpsr,g0007,Korns-2,4,ok,True,480.383,0.17262128267962853,1.6592450647463766,1.6345204902496928,8.523040697627446,True,0.05
e2esr,g0027,feynman_I_12_11,1,ok,True,480.857,0.0024920154310674133,0.002572901211848049,0.0025767223003967193,0.009967380789867683,True,0.05
qlattice,g0015,III.21.20_3_0,1,ok,True,482.558,0.10217633473732769,0.10178667252365062,0.1069002626418165,1.0002808104160426,True,0.01
tpsr,g0003,feynman-ii.27.18,2,ok,True,482.766,0.33121324191398066,0.3544932406589509,0.2821186897897133,0.1548253618709433,True,0.01
qlattice,g0015,III.21.20_3_0,2,ok,True,483.86,0.10576324286398418,0.09903956287597947,0.11679929213425984,1.0000563940305767,True,0.1
tpsr,g0007,Korns-2,2,ok,True,484.882,0.985706472585676,2.2118228634763706,1.0107697402029772,1.0082817155665142,True,0.01
e2esr,g0023,I.11.19_4_0,3,ok,True,486.987,0.00876343372649311,0.00882941403393724,0.00875231345249295,0.027257419992752042,True,0.1
tpsr,g0011,Vladislavleva-4,0,ok,True,488.737,0.11103700739864512,0.10167142519285047,0.13733512709618836,0.14309560771130408,True,0.05
tpsr,g0041,PO41,4,ok,True,489.491,0.007835185169921254,0.007845462148699103,0.006519000858408732,311.9669028209071,True,0.1
tpsr,g0011,Vladislavleva-4,2,ok,True,493.418,0.11103707272785462,0.10167716168135964,0.13731256943929218,0.14293743011097407,True,0.05
tpsr,g0047,BPG5,2,ok,True,496.178,0.8973095897032415,0.8807191891866928,0.8919480180178528,1149.1760403369515,True,0.05
e2esr,g0016,feynman_II_15_4,4,ok,True,497.126,0.005428706770231527,0.0055587667278353915,0.005694219031164432,0.048559259349618945,True,0.05
qlattice,g0045,feynman-bonus.20,2,ok,True,497.131,0.9815345356194999,0.9791962568911265,0.9846588533804275,1.1826611925946997,True,0.05
qlattice,g0041,PO41,2,ok,True,500.165,0.0005459573348315214,0.0005427938778207384,0.0005159575588524022,468.9780414335667,True,0.01
e2esr,g0031,II.11.27_1_0,4,ok,True,501.172,0.9954108866002902,0.9821899790860369,0.9939463003104697,1.0009102852210487,True,0.1
e2esr,g0015,III.21.20_3_0,4,ok,True,502.304,0.0793316194777463,0.0896813169509183,0.08885035368285894,2.18603310262312,True,0.05
qlattice,g0023,I.11.19_4_0,1,ok,True,502.535,0.016468072754432884,0.016107029302225132,0.016416986774707286,0.0646020223806318,True,0.01
e2esr,g0042,feynman_test_15,4,ok,True,502.552,0.004005704739232119,0.004062001277173468,0.0040300483926375,0.06740300889972639,True,0.01
qlattice,g0015,III.21.20_3_0,4,ok,True,502.677,0.2010355471979467,0.17936108109249682,0.21868298554735122,1.0001162592549449,True,0.01
tpsr,g0041,PO41,1,ok,True,503.002,0.019912116139982044,0.021912515309295135,0.018936118529275583,507.34626712369106,True,0.01
e2esr,g0043,CRK33,4,ok,True,504.351,0.046445179027812054,0.04063662278221534,0.03952669772238304,7.936068757301408,True,0.1
qlattice,g0046,II.6.15b_3_0,1,ok,True,507.873,0.07892418392073185,0.08919739407935902,0.08929389738593607,0.2162506575149336,True,0.05
qlattice,g0015,III.21.20_3_0,1,ok,True,508.091,0.10717915386270306,0.10639108543155039,0.1124474681296665,0.9999240324048345,True,0.05
tpsr,g0006,Keijzer-2,1,ok,True,508.291,0.47322094062960174,2.8157702098821837,0.5290339654789029,0.15742723990598842,True,0.01
tpsr,g0049,BPG3,4,ok,True,509.477,0.1623676186059365,0.1608940046780543,0.17340932574926032,8340282.6452391185,True,0.05
tpsr,g0007,Korns-2,1,ok,True,509.559,0.9847184931266145,2.0152854739684796,1.0065353418663718,1.006678329789417,True,0.1
tpsr,g0012,feynman_I_27_6,2,ok,True,510.49,0.17841140828813984,0.1789795003657848,0.17476375300398722,0.4738885331391832,True,0.01
e2esr,g0008,Nguyen-12,2,ok,True,511.446,0.017977676056773643,0.008771776108782535,0.005270050767840649,0.04345378150097988,True,0.05
e2esr,g0043,CRK33,1,ok,True,512.513,0.03129510028875089,0.027055886789261015,0.03111114171696693,571.8957630024163,True,0.01
tpsr,g0046,II.6.15b_3_0,1,ok,True,512.648,0.27553006959307774,0.3038840662094759,0.27272518740734153,0.3533709663613322,True,0.1
e2esr,g0050,BPG9,1,ok,True,513.466,0.42753070415919764,0.4571764491361112,0.4068186939460829,6.725311935038699,True,0.1
e2esr,g0023,I.11.19_4_0,1,ok,True,514.224,0.0057780356174639644,0.005724460431761931,0.005630241753711348,0.022078011082350312,True,0.05
tpsr,g0043,CRK33,2,ok,True,516.317,0.5414809620666453,0.540979436417029,0.5808970144735103,2.427962050137889,True,0.1
tpsr,g0047,BPG5,1,ok,True,517.44,0.9973943697179617,1.0294989997383592,0.9923358813513563,23636.32628447581,True,0.01
tpsr,g0003,feynman-ii.27.18,2,ok,True,517.651,0.99888391551414,1.0041893948720233,1.0031080379102795,1.0189161332900214,True,0.1
qlattice,g0002,first_principles_hubble,1,ok,True,519.068,0.0583145978368051,0.07944591120590391,0.05321599225592502,0.08557352101274507,True,0.05
e2esr,g0028,feynman-ii.4.23,1,ok,True,521.908,0.07651965201038421,0.08039725553015847,0.08160407426963585,0.2242522440585451,True,0.05
e2esr,g0036,CRK10,1,ok,True,524.037,0.005953606138987199,0.005538246372889475,0.006702930027813031,25.208305246778465,True,0.01
e2esr,g0016,feynman_II_15_4,1,ok,True,524.501,0.001612331356880672,0.0016338185997790064,0.001709718899016566,0.0156020505996216,True,0.01
tpsr,g0013,feynman-i.43.31,0,ok,True,524.894,0.8486034806650227,0.8219619171314609,0.8620672325566393,0.8696217797789627,True,0.05
tpsr,g0041,PO41,0,ok,True,525.137,0.007451922846331052,0.007652919724004979,0.006379017399884184,6.973917243093351,True,0.1
qlattice,g0012,feynman_I_27_6,1,ok,True,525.328,0.001582367736750537,0.0015786842902766373,0.0015923696623550497,0.0110206564011595,True,0.01
tpsr,g0024,strogatz_predprey2,0,ok,True,526.401,0.1735627900175988,0.2028523975611861,0.14090350594410583,0.41063540400004683,True,0.01
e2esr,g0031,II.11.27_1_0,1,ok,True,528.237,0.9988988289290333,0.9958363556254866,0.9984810098348115,1.0001387747175456,True,0.1
qlattice,g0031,II.11.27_1_0,1,ok,True,528.4,0.8023368707539825,0.2160401770401098,0.7307873769896129,1.073177574871953,True,0.01
e2esr,g0041,PO41,1,ok,True,528.54,0.018391907382627897,0.02349233258241359,0.015033115005306153,15283.635581452061,True,0.01
qlattice,g0031,II.11.27_1_0,4,ok,True,531.486,0.7313397676354748,0.3274405107080216,0.7022493792428415,1.168348557159041,True,0.01
tpsr,g0017,strogatz_shearflow1,4,ok,True,534.507,0.4696358305243027,0.29548393866292855,0.42810436216739267,1.067015681131008,True,0.1
e2esr,g0049,BPG3,0,ok,True,534.894,0.011738562137218,0.011947529016068655,0.011759464599069068,11979586.067896098,True,0.01
e2esr,g0027,feynman_I_12_11,1,ok,True,534.965,0.023250342380594778,0.023123763807332203,0.022972304161484228,0.12299115231763341,True,0.1
e2esr,g0023,I.11.19_4_0,4,ok,True,537.044,0.005584254858101005,0.005447076392539881,0.00558408584348229,0.02473819638013144,True,0.05
qlattice,g0033,feynman-iii.10.19,2,ok,True,538.175,1.0113984626755472,0.9976491731664193,1.003084096595574,1.0000008123866804,True,0.05
tpsr,g0024,strogatz_predprey2,2,ok,True,538.81,0.2813679832243071,0.1422533579801361,0.13641169619445526,0.3452283548858032,True,0.1
e2esr,g0031,II.11.27_1_0,4,ok,True,539.283,0.939890163163655,0.8017776979039839,0.9248406492877645,227324051.00152776,True,0.01
tpsr,g0041,PO41,2,ok,True,540.496,0.007518900785728515,0.0075112913072571666,0.006182271805447802,626.5364923525489,True,0.05
tpsr,g0039,CRK0,3,ok,True,542.439,0.8874983811356113,0.8886821909087412,0.8720454917422958,106.50368520384431,True,0.01
tpsr,g0009,Nguyen-6,0,ok,True,543.423,0.0009740414284457973,0.015292735001910042,0.0001705836409569089,0.05101796943000361,True,0.01
e2esr,g0042,feynman_test_15,1,ok,True,543.678,0.005860887321338015,0.005727528220865737,0.005811040570389813,0.09435903084707167,True,0.1
e2esr,g0040,feynman-i.29.16,4,ok,True,546.25,0.08537459201355067,0.11484164731925031,0.1118639146957097,0.027550570242239295,True,0.05
tpsr,g0032,feynman-i.13.12,0,ok,True,546.349,0.9990884186213348,0.9964794577105895,0.9994036772669709,0.9992704318375218,True,0.05
tpsr,g0006,Keijzer-2,0,ok,True,548.827,0.05883744145315016,0.05013874918177876,0.04722589897381875,0.15891169774451833,True,0.01
qlattice,g0012,feynman_I_27_6,2,ok,True,549.325,0.000768358347260424,0.0007577650466273184,0.000754842548601166,0.005071465872934939,True,0.05
tpsr,g0024,strogatz_predprey2,1,ok,True,549.395,0.9606712697374733,0.8575244711359168,0.8718285690796814,0.9578625154422109,True,0.01
tpsr,g0004,Korns-4,0,ok,True,549.499,0.0016352196413127419,0.0013748822835306844,0.001529862399319028,0.0016925975206857923,True,0.01
tpsr,g0016,feynman_II_15_4,0,ok,True,549.984,0.6267998576588967,0.6279026025699824,0.6351380830202862,2.1407833485220054,True,0.1
e2esr,g0041,PO41,4,ok,True,551.701,0.09768455993720558,0.11166315535483584,0.08444701675299575,30150.251545386036,True,0.05
e2esr,g0028,feynman-ii.4.23,4,ok,True,552.82,0.050562118739104,0.05454733911377581,0.040967789605088026,0.06103214585177326,True,0.05
e2esr,g0041,PO41,3,ok,True,552.944,0.05617299167332105,0.05760165402670664,0.0635690058077777,11.00292401960695,True,0.01
e2esr,g0042,feynman_test_15,3,ok,True,553.578,0.006978123764943789,0.007157806425509725,0.00696173043932568,0.07472393713595288,True,0.1
tpsr,g0003,feynman-ii.27.18,3,ok,True,554.143,0.8985810173514363,0.9248149820618158,0.915645882403331,1.2286646892327193,True,0.05
tpsr,g0038,PO19,4,ok,True,555.479,0.02000077768445388,0.022210106680922846,0.02050426540389981,8631.540262742998,True,0.1
tpsr,g0041,PO41,2,ok,True,555.822,0.010764661711882536,0.011062829083292045,0.011317423923151847,1855.3924632349945,True,0.1
tpsr,g0013,feynman-i.43.31,2,ok,True,558.371,0.9999991893637337,0.9999990843676917,0.9999991546762215,0.9999999239374439,True,0.01
e2esr,g0043,CRK33,4,ok,True,558.394,0.014763823475934544,0.01356863691568149,0.01642902086515315,228.62850455271982,True,0.05
tpsr,g0049,BPG3,3,ok,True,558.408,0.01798613695342992,0.013360897791107672,0.02311347663346079,35231390.870603494,True,0.01
tpsr,g0036,CRK10,2,ok,True,559.203,0.30615036054351774,0.26848734573318817,0.32939340219502516,25.700253050997304,True,0.01
tpsr,g0050,BPG9,1,ok,True,561.546,0.8559530724300995,0.8759722486458249,0.8387220920478979,375.4561104936813,True,0.05
tpsr,g0035,feynman-i.32.5,1,ok,True,561.695,1.4628320087709266,0.9293964336875071,0.8792648734770604,0.9608679503322397,True,0.1
tpsr,g0012,feynman_I_27_6,2,ok,True,561.846,0.034234052066370015,0.03526982623027556,0.03387626744063099,0.44115344000192513,True,0.05
qlattice,g0050,BPG9,2,ok,True,562.477,5.560721607160967e-05,6.325447284260048e-05,4.832161362030405e-05,0.09494400981155186,True,0.01
tpsr,g0007,Korns-2,1,ok,True,565.94,0.9857054605576219,2.237289218191371,1.011069467696577,1.0084463420483925,True,0.01
tpsr,g0038,PO19,3,ok,True,566.137,0.02282991428507705,0.020766896258161874,0.024258644126843747,6610.752298114832,True,0.05
tpsr,g0035,feynman-i.32.5,0,ok,True,567.736,0.9513213699222781,0.9445945521322091,0.9505735817512652,0.9866917623044905,True,0.01
tpsr,g0003,feynman-ii.27.18,3,ok,True,571.376,0.20263131844103033,0.2433501962552234,0.18241804804268744,0.039238243339743024,True,0.01
e2esr,g0001,II.34.2_1_0,2,ok,True,571.757,0.015473410998421411,0.01533795805724456,0.015611322240752717,0.02016023358231098,True,0.1
tpsr,g0038,PO19,3,ok,True,573.147,0.03460239757863452,0.03262535246214881,0.035766523905963285,29731.76340939335,True,0.01
tpsr,g0035,feynman-i.32.5,4,ok,True,573.97,0.8925996092065074,0.856499201153421,0.8932631421255051,0.9678801731437994,True,0.1
tpsr,g0043,CRK33,4,ok,True,573.991,0.22430580448491144,0.2426760189107686,0.24467198237656113,81.09997816233707,True,0.01
tpsr,g0005,Keijzer-11,1,ok,True,575.97,0.16187500971734473,0.0028079905822282385,0.9226825904117117,0.8576521906265047,True,0.1
tpsr,g0050,BPG9,2,ok,True,576.632,0.849121032949512,0.8685694256353446,0.8326416584514063,344.6699119708718,True,0.05
e2esr,g0046,II.6.15b_3_0,4,ok,True,578.13,0.13363454230481892,0.15181494175800583,0.13199158329009134,0.15218353689962064,True,0.01
e2esr,g0042,feynman_test_15,0,ok,True,578.296,0.005694261547547773,0.005838911513766952,0.005639751902963925,0.07002317038829386,True,0.01
e2esr,g0040,feynman-i.29.16,1,ok,True,579.905,0.08832052077499411,0.1124448234612828,0.1196689346606391,0.05393697779242618,True,0.01
tpsr,g0038,PO19,0,ok,True,580.23,0.015068192491118626,0.01511848793649636,0.015336156127710871,498.80497701552383,True,0.1
tpsr,g0003,feynman-ii.27.18,0,ok,True,581.766,0.4603920080715848,0.4431131286163347,0.45947706353434653,0.6889376769088676,True,0.05
tpsr,g0011,Vladislavleva-4,3,ok,True,582.173,0.11103694686237542,0.10166882155070356,0.13734425633540415,0.14315462133087312,True,0.01
tpsr,g0038,PO19,2,ok,True,583.614,0.03550017505342053,0.03363471564198732,0.035936197608210395,6539.968774735992,True,0.01
tpsr,g0049,BPG3,0,ok,True,584.242,0.15919331272033152,0.157821494328617,0.1699445311254914,6898103.542112637,True,0.05
tpsr,g0030,feynman-iii.7.38,0,ok,True,584.278,1.0018077939721608,1.0042513427813429,1.0034378286512393,1.0000059545202853,True,0.1
tpsr,g0047,BPG5,0,ok,True,586.636,0.8971478226729981,0.8803464347716007,0.8916425252081318,1171.6841974500953,True,0.1
e2esr,g0030,feynman-iii.7.38,4,ok,True,588.349,0.00026877289193335136,0.0002749958673910627,0.0002918409878841056,0.028742276912210627,True,0.01
tpsr,g0047,BPG5,3,ok,True,589.111,0.8972590409506254,0.8806049733197996,0.8918542135826304,1155.9563549543254,True,0.01
tpsr,g0031,II.11.27_1_0,0,ok,True,591.056,0.9988565778380389,0.995423662447764,0.9984911959167901,1.0001300932676205,True,0.05
tpsr,g0041,PO41,4,ok,True,591.969,0.006596927986668994,0.005707676046777809,0.0061292827035847805,123.72224740937159,True,0.05
e2esr,g0015,III.21.20_3_0,4,ok,True,592.42,0.05010636704817473,0.04972437170868831,0.05007776160617264,7.843600698080871,True,0.01
tpsr,g0013,feynman-i.43.31,3,ok,True,596.176,0.6471031743186979,0.65859137540761,0.6456750617436995,0.657716876364333,True,0.01
tpsr,g0013,feynman-i.43.31,0,ok,True,597.818,0.9993597359834542,0.9993208642392478,0.9993749704693459,0.9997192102672303,True,0.1
tpsr,g0003,feynman-ii.27.18,4,ok,True,598.039,0.7098584235763589,0.7053471128258281,0.6992159593366666,0.7992316730369073,True,0.05
e2esr,g0023,I.11.19_4_0,4,ok,True,601.863,0.00295271616175863,0.0027751587966597198,0.002890451341663598,0.02023373873657662,True,0.01
tpsr,g0029,strogatz_vdp1,2,ok,True,603.839,0.23755726804052843,0.1620785808107962,0.27844851460593995,0.7381408472748017,True,0.1
tpsr,g0030,feynman-iii.7.38,1,ok,True,605.203,1.0001093522543612,1.0001325717560496,0.999965439718791,1.0000000447704995,True,0.01
tpsr,g0024,strogatz_predprey2,2,ok,True,607.358,0.17075295500787885,0.17072129145607598,0.17569517258321093,0.47254769271721836,True,0.01
tpsr,g0013,feynman-i.43.31,4,ok,True,611.828,0.9999865581037624,0.9999882567658582,0.9999839743453105,1.0000002010199538,True,0.05
tpsr,g0039,CRK0,4,ok,True,612.803,0.8974680374977592,0.9030021060688337,0.8811673329584107,90.21191782877979,True,0.01
tpsr,g0012,feynman_I_27_6,0,ok,True,618.754,0.025024209788141908,0.0252793974479323,0.02491751741614575,0.23363093745533142,True,0.1
tpsr,g0049,BPG3,2,ok,True,620.324,0.13170594949833492,0.11974422194657872,0.162933501240543,291573965.50949544,True,0.05
tpsr,g0041,PO41,0,ok,True,621.192,0.007751034381331226,0.00775846052093162,0.006446934622724813,332.16664951012854,True,0.05
tpsr,g0040,feynman-i.29.16,3,ok,True,621.365,0.2561710809326857,0.243142297395053,0.23970044633923285,0.8806876215576518,True,0.01
e2esr,g0048,MatSci21,4,ok,True,623.345,0.022819356549509333,0.02265803894509586,0.019455522676245375,0.01569535155437425,True,0.1
e2esr,g0040,feynman-i.29.16,2,ok,True,623.575,0.08967169267447349,0.11925356392531158,0.1247649927575979,0.022163012053084973,True,0.1
tpsr,g0038,PO19,4,ok,True,625.949,0.034807564008036064,0.03289893255735181,0.03541961318178559,16611.24071235078,True,0.01
