dataset_id,dataset_name,algorithm,seed,host,task_label,status,termination_reason,timeout_type,budget_exhausted,recovered_from_timeout,seconds,train_nmse,valid_nmse,id_nmse,ood_nmse,id_r2,ood_r2,has_expression,artifact_valid,normalized_expression,instantiated_expression,variables,operator_set,ast_node_count,tree_depth,n_features,feature_names,target_name,inject_prompt_semantics,llm_model_assignment,llm_config_path,background_preview,result_path
g0109,BPG0,drsr,1314,anon-node-02,g0109_BPG0,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3901.314,4.637988619038896e-09,4.8406608986669285e-09,4.6003466320547975e-09,0.00019394855478789005,0.9999999947749244,0.999795968927476,True,True,c0 + c1*x0 + c2*x1 + c3*x0**2 + c4*x1**2 + c5*x0*x1 + c6*x0**3 + c7*x1**3 + c8*x0*x1**2 + c9*x0**2*x1,0.40439233186319284 + 0.5117442873534301*x0 + 1.0067841626433998*x1 + -0.002214266274250036*x0**2 + -0.009932643593147413*x1**2 + -0.008843357604293603*x0*x1 + 1.3099669397108197e-07*x0**3 + -3.891001745276104e-07*x1**3 + 3.747877011034333e-05*x0*x1**2 + 2.17121251332186e-05*x0**2*x1,x0;x1,add;mul;pow,44.0,4.0,2,t;P,dP_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,Calculate Population growth rate given Time and Population at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-02/drsr/g0109_BPG0/result.json
g0110,CRK5,drsr,1314,anon-node-03,g0110_CRK5,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3901.131,1.5865776663846519e-10,1.6441102996101202e-10,1.3667300557181665e-10,4.7279892630339826e-08,0.9999999962087541,0.999918481558052,True,True,c0 + c1*x0 + c2*x1 + c3*exp(c4*x0) + c5*x1**2 + c6*cos(c7*x0) + c8*exp(c9*x1),0.2364316548378086 + 0.0002934297290407206*x0 + -0.014433041724228091*x1 + -0.0036148027839442874*exp(-0.4762949286226168*x0) + -0.00012046243644328188*x1**2 + 2.9491461954136466e-07*cos(0.8911123087302102*x0) + -0.04495887475053704*exp(-0.7742341834012547*x1),x0;x1,add;cos;exp;mul;pow,31.0,5.0,2,t;A,dA_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,Calculate Rate of change of concentration in chemistry reaction kinetics given Time and Concentration at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-03/drsr/g0110_CRK5/result.json
g0111,CRK16,drsr,1314,anon-node-04,g0111_CRK16,ok,completed,not_timeout,False,False,3622.491,4207.482348711015,4158.6533357636035,4265.105327911008,13167843989.936838,-5827.316309428391,-498559349749.50415,True,True,c0 + 1.0*x0,-26.965802663965796 + 1.0*x0,x0,add;mul,5.0,3.0,2,t;A,dA_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,Calculate Rate of change of concentration in chemistry reaction kinetics given Time and Concentration at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-04/drsr/g0111_CRK16/result.json
g0112,CRK15,drsr,1314,anon-node-05,g0112_CRK15,ok,completed,not_timeout,False,False,3612.711,9.376557889467333e-05,0.00010203314632696278,9.210097329524578e-05,0.01544909907517959,0.9995626438018925,-1.9122272031495218,True,True,-c0*c2*x1*exp(-c1*x0) + c3*log(x1 + 1.0e-6) + c4*x0**2 + c5*x1**2 + c6*x0*x1,--4.427518068987786*0.06832309041902704*x1*exp(-0.31452900231369485*x0) + 0.2602728043798504*log(x1 + 1.0e-6) + -0.00035684531319728576*x0**2 + -0.013390640213924464*x1**2 + 0.00357689889182989*x0*x1,x0;x1,add;exp;log;mul;pow,31.0,5.0,2,t;A,dA_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,Calculate Rate of change of concentration in chemistry reaction kinetics given Time and Concentration at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0112_CRK15/result.json
g0113,Nguyen-7,drsr,1314,anon-node-02,g0113_Nguyen-7,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3901.031,2.622176255501205e-10,1.413234681461093e-09,6.401262603701845e-09,6.136271405787445e-07,0.9999997024074356,0.9988940464288669,True,True,c0 + c1*x0 + c2*x0**2 + c3*sin(2*x0) + c4*cos(x0) + c5*exp(-c6*x0**2) + c7*x0**3 + c8*log(x0 + 1) + c9*sinh(x0),0.12717753390729755 + 0.23598757659559508*x0 + 0.3984090187141025*x0**2 + -0.07950928255972356*sin(2*x0) + 0.14165748842669232*cos(x0) + -0.2677420249629847*exp(-1.46542787002449*x0**2) + -0.2797412135165182*x0**3 + 0.20777712436644694*log(x0 + 1) + 0.6961249044446025*sinh(x0),x0,add;cos;exp;log;mul;pow;sin;sinh,44.0,6.0,1,x1,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,This is an abstract symbolic regression problem.,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-02/drsr/g0113_Nguyen-7/result.json
g0114,Korns-8,drsr,1314,anon-node-03,g0114_Korns-8,ok,completed,not_timeout,False,False,3611.115,0.22277156604207782,0.2595612493046191,0.30846897770089476,0.36323207277169633,-0.11902385936624871,-0.419981112976648,True,True,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x3 + c5*x4 + c6*x0*x1 + c7*x0*x2 + c8*x0*x3 + c9*x0*x4,2985.6336450055046 + -2.5012132129626408*x0 + 0.04083691531291918*x1 + 10.35141459279609*x2 + 1.9808924723018604*x3 + -12.263195644641163*x4 + 0.44247943879924806*x0*x1 + 0.33938906585896195*x0*x2 + -0.531678697804531*x0*x3 + -0.05933951280929564*x0*x4,x0;x1;x2;x3;x4,add;mul,33.0,3.0,5,x1;x2;x3;x4;x5,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,This is an abstract symbolic regression problem.,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-03/drsr/g0114_Korns-8/result.json
g0115,MatSci23,drsr,1314,anon-node-04,g0115_MatSci23,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3905.994,2.749077389433952e-06,4.479524045675059e-06,3.7507780791140377e-06,9.457302044129996e-08,0.99999181251711,0.999973989582155,True,True,c0 + c1*x0 + c2*x1 + c3*x0**2 + c4*x1**2 + c5*x0*x1 + c6*x0**2*x1 + c7*x0*x1**2,442.1886518095346 + -241.00743322807745*x0 + 17.62719693014412*x1 + 174.75801639083576*x0**2 + -0.07029229928339562*x1**2 + -11.431321034602403*x0*x1 + -91.77425295666423*x0**2*x1 + 0.18212364545546456*x0*x1**2,x0;x1,add;mul;pow,34.0,4.0,2,epsilon;T,sigma,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,Calculate Stress given Strain and Temperature,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-04/drsr/g0115_MatSci23/result.json
g0116,Korns-2,drsr,1314,anon-node-05,g0116_Korns-2,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.79,0.8447412307482637,5.130619189519071,1.0681789375204218,1.1118990934920379,-0.0686716563868528,-0.11202131409815785,True,True,c0 + c1*x0 + c2*x0**2 + c3*x1 + c4*x2 + c5*x3 + c6*x4 + c7*x0*x1 + c8*x0*x2 + c9*x1*x2,-4.641274196257196 + -0.2389977573885699*x0 + -0.007615238521808325*x0**2 + 0.2656197028763793*x1 + -0.2504999776716726*x2 + 0.19335686852481987*x3 + 0.17251326816592796*x4 + 0.003966184104131487*x0*x1 + -0.010672251679144316*x0*x2 + 0.012785119764167036*x1*x2,x0;x1;x2;x3;x4,add;mul;pow,34.0,4.0,5,x1;x2;x3;x4;x5,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,This is an abstract symbolic regression problem.,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0116_Korns-2/result.json
g0117,PO37,drsr,1314,anon-node-02,g0117_PO37,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.826,0.09683548644396824,0.10703187501865663,0.07996765241246243,0.9410236493183654,0.9198889013423481,0.05897544043681768,True,True,c0 + c1*x0**2 + c2*x1**3 + c3*x2**2 + c4*x0*x1 + c5*x0*x2 + c6*x1*x2 + c7*x0**3 + c8*x1**2 + c9*x2**3,-0.2848716943215675 + 4.27551390169296*x0**2 + -1.3188586333454294e-05*x1**3 + 2.8954288297537354*x2**2 + -0.04376862472273251*x0*x1 + 0.18196703950211207*x0*x2 + -0.0071174819627991765*x1*x2 + -5.4941496631564535*x0**3 + 0.0006443577488662898*x1**2 + 2.0606278893368266*x2**3,x0;x1;x2,add;mul;pow,44.0,4.0,3,x;t;v,dv_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate Acceleration in Non-linear Harmonic Oscillator given Position at time t, Time and Velocity at time t",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-02/drsr/g0117_PO37/result.json
g0118,BPG14,drsr,1314,anon-node-03,g0118_BPG14,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.938,5.112997541776276e-06,6.031580360589874e-06,5.0654615919842414e-06,0.5847746968127658,0.9999910113060265,-53.26438712741025,True,True,c0 + c1*x0 + c2*log(Abs(x0) + 1) + c3*x1 + c4*log(Abs(x1) + 1) + c5*x0*x1 + c6*x1*sin(c7*x0) + c8*(x0 + 1)**2 + c9*(x1 + 1)**2,-0.8270331834748158 + -0.18560997312824595*x0 + 0.14002062838170604*log(Abs(x0) + 1) + 0.283716708247142*x1 + 1.2707522953396708*log(Abs(x1) + 1) + 0.00617839308336191*x0*x1 + -0.09802866354878524*x1*sin(0.04584564749509479*x0) + -0.005582283688833287*(x0 + 1)**2 + -0.0035048371151404412*(x1 + 1)**2,x0;x1,abs;add;log;mul;pow;sin,47.0,6.0,2,t;P,dP_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,Calculate Population growth rate given Time and Population at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-03/drsr/g0118_BPG14/result.json
g0119,first_principles_kepler,drsr,1314,anon-node-04,g0119_first_principles_kepler,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3904.6,2.9215000155078885e-09,7.798766054512695e-05,1.8307319934105104e-08,1.4304984536451286e-05,,,True,True,c0*x0**c1,365.11045471739845*x0**1.500449034249311,x0,mul;pow,5.0,3.0,1,a,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"The Keppler dataset is based on the Kepler's third law of planetary motion. The features are the semi-major axis (a) and the period (P) of a planet's orbit, given by the equation: P^2 = k a^3 Each row corresponds to a pl",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-04/drsr/g0119_first_principles_kepler/result.json
g0120,feynman_test_8,drsr,1314,anon-node-05,g0120_feynman_test_8,ok,completed,not_timeout,False,False,3619.573,0.005315868496668231,0.005339146508754286,0.0055401771799605025,0.04534042992586641,0.9415407752726448,0.8462131589818394,True,True,c0 + c1*x0 + c2*x1 + c3*x0/x2**2 + c4*cos(x3),0.043785779560420526 + 0.7150723409481174*x0 + 0.19676486115135924*x1 + -0.5390821877209274*x0/x2**2 + 0.3024878249267522*cos(x3),x0;x1;x2;x3,add;cos;mul;pow,18.0,4.0,4,E_n;m;c;theta,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the scattered photon energy given the initial energy, mass, speed of light, and scattering angle.",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0120_feynman_test_8/result.json
g0121,CRK6,drsr,1314,anon-node-02,g0121_CRK6,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3900.952,1.3536269875650983e-06,1.4292511418795778e-06,1.5878115132203954e-06,0.0002533947764952114,0.9999928915697262,0.9830897543837432,True,True,c0 + c1*x0 + c2*x1 + c3*x0**2 + c4*x1**2 + c5/(1 + exp(-c6*(-c7 + x1))),0.16301380118771333 + 0.0002573909193930735*x0 + 0.034146709422283386*x1 + -5.5537222954921185e-06*x0**2 + -0.005051403399612374*x1**2 + 0.2882077467891867/(1 + exp(--1.7558526236942926*(-1.4251853967829158 + x1))),x0;x1,add;exp;mul;pow,33.0,9.0,2,t;A,dA_dt,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,Calculate Rate of change of concentration in chemistry reaction kinetics given Time and Concentration at time t,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-02/drsr/g0121_CRK6/result.json
g0122,feynman_I_27_6,drsr,1314,anon-node-03,g0122_feynman_I_27_6,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3903.183,0.0022827637997291828,0.0022895015957521284,0.0022780888596817196,0.013953894720376019,0.9869410880069952,0.9704413177385606,True,True,1/((c0 + c1*x2)*(c2/x0 - c3/x1)),1/((-0.6148630594027967 + -0.550344477153554*x2)*(-0.5729176413199806/x0 - 1.1728262765601714/x1)),x0;x1;x2,add;mul;pow,22.0,6.0,3,d1;d2;n,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the focal length given the object distance, image distance, and refractive index.",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-03/drsr/g0122_feynman_I_27_6/result.json
g0123,feynman_I_6_2,drsr,1314,anon-node-04,g0123_feynman_I_6_2,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3902.907,2.3239904184691557e-31,2.4298734792972347e-31,2.3487068122320926e-31,1.6620102375506952e-31,1.0,1.0,True,True,sqrt(2)*exp(-x1**2/(2*x0**2))/(2*sqrt(pi)*x0),sqrt(2)*exp(-x1**2/(2*x0**2))/(2*sqrt(pi)*x0),x0;x1,exp;mul;pi;pow,20.0,5.0,2,sigma;theta,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,Calculate the probability density given a value and the standard deviation.,/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-04/drsr/g0123_feynman_I_6_2/result.json
g0124,I.13.12_3_0,drsr,1314,anon-node-05,g0124_I.13.12_3_0,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3904.045,0.9998780863879007,1.0047444692856733,0.9999069643654209,38.04364965441669,8.10474638758274e-05,-37.65916220083899,True,True,c0 + c1*x0**2 + c2*x1**2 + c3*x2**2 + c4*x3**2 + c5*x4**2 + c6*x0*x1 + c7*x0*x2 + c8*x0*x3 + c9*x3*x4,0.48880316252064554 + 0.0008667161960599564*x0**2 + 0.00876993332320652*x1**2 + -0.09828351723632393*x2**2 + 0.4360787652339542*x3**2 + 0.3860361507365303*x4**2 + 0.0018503993816081316*x0*x1 + 0.002426299461354727*x0*x2 + 0.013296724683443404*x0*x3 + -1.138559929329876*x3*x4,x0;x1;x2;x3;x4,add;mul;pow,43.0,4.0,5,U;m1;m2;r1;G,r2,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the final distance between the two objects given the potential energy of two objects, the mass of the first object, the mass of the second object, the initial distance between the two objects and the gravitatio",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-05/drsr/g0124_I.13.12_3_0/result.json
g0125,II.36.38_5_0,drsr,1314,anon-node-02,g0125_II.36.38_5_0,ok,completed,not_timeout,False,False,3617.934,0.9998935082183757,1.0000555925916734,1.0005291558213862,1.0001282387966428,-0.000771160221388234,-0.00019662210861359775,True,True,c0 + c1*x0 + c2*x1 + c3*x2 + c4*x3 + c5*x4 + c6*x5 + c7*x6 + c8*x7 + c9*x5*x7,-2.688794547700592 + -0.06083786079284918*x0 + 0.3225466972783904*x1 + 0.2997333644375033*x2 + -0.16033833328451172*x3 + -0.34784204855772527*x4 + 1.4736795899116113*x5 + 0.5218211296793458*x6 + 0.5477240312547066*x7 + -0.5503793839286479*x5*x7,x0;x1;x2;x3;x4;x5;x6;x7,add;mul,30.0,3.0,8,f;mom;H;kb;T;alpha;c;M,epsilon,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the electric permittivity of a medium given the resultant value of the function, the momentum of an object or particle, the magnetic field strength, the Boltzmann constant, the temperature in Kelvin, the polari",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-02/drsr/g0125_II.36.38_5_0/result.json
g0126,feynman_I_6_2b,drsr,1314,anon-node-03,g0126_feynman_I_6_2b,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3902.871,9.117196230924071e-32,9.081126501946564e-32,9.417213072418555e-32,6.822454584942207e-32,1.0,1.0,True,True,sqrt(2)*exp(-(x1 - x2)**2/(2*x0**2))/(2*sqrt(pi)*x0),sqrt(2)*exp(-(x1 - x2)**2/(2*x0**2))/(2*sqrt(pi)*x0),x0;x1;x2,add;exp;mul;pi;pow,24.0,7.0,3,sigma;theta;theta1,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b_turbo.config,"Calculate the probability density given a value, the mean, and the standard deviation.",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-03/drsr/g0126_feynman_I_6_2b/result.json
g0127,feynman_test_7,drsr,1314,anon-node-04,g0127_feynman_test_7,ok,budget_exhausted_with_output,budget_exhausted_with_output,True,True,3905.838,2.5809910489781146e-32,2.533777094484627e-32,2.5199648802650844e-32,1.2866185233799977e-32,1.0,1.0,True,True,sqrt(8*pi*x0*x1/3 - x2*x3**2/x4**2),sqrt(8*pi*x0*x1/3 - x2*x3**2/x4**2),x0;x1;x2;x3;x4,add;mul;pi;pow,17.0,5.0,5,G;rho;alpha;c;d,target,True,deepinfra/meta-llama/Meta-Llama-3.1-8B-Instruct,/home/anonymous/projects/scientific-intelligent-modelling/exp-planning/02.E1选择验证/llm_configs/benchmark_llm_deepinfra_llama31_8b.config,"Calculate the Hubble parameter given the gravitational constant, density, curvature constant, speed of light, and scale factor.",/home/anonymous/projects/scientific-intelligent-modelling/experiments/semantic200_llm_physics_v2_4host_seed1314_20260429-205250/drsr/anon-node-04/drsr/g0127_feynman_test_7/result.json
